,ISBN,책 제목,도서 장르,저자,평점,판매가격,발행일
9,791169794886 ,타키 포오 코믹 어드벤처 2 - 캐릭온TV 오리지널 코믹스,국내도서,"안도감,캐릭온TV(원작)",/,"11,700원",2023년 05월 23일
10,791169796583 ,최애의 아이 1,국내도서,아카사카아카,/,"5,400원",2023년 03월 28일
11,791188331888 ,사장학개론,국내도서,김승호,/,"22,500원",2023년 04월 19일
12,791191891287 ,메리골드 마음 세탁소,국내도서,윤정은,/,"13,500원",2023년 03월 06일
13,791170620228 ,원피스 105- 루피의 꿈,국내도서,"오다에이치로(원작),코지쇼헤이",/,"5,220원",2023년 05월 30일
14,791169791977 ,스즈메의 문단속,국내도서,신카이 마코토,/,"11,700원",2023년 01월 13일
15,791167763846 ,풍수전쟁,국내도서,김진명,/,"15,120원",2023년 05월 24일
16,791188331796 ,돈의 속성(300쇄 기념 에디션),국내도서,김승호,/,"16,020원",2020년 06월 15일
17,791161571188 ,불편한 편의점(벚꽃 에디션),국내도서,김호연,/,"12,600원",2021년 04월 20일
18,791192504216 ,백앤아 1 - 미스터리 100층 감옥,국내도서,"백앤아(원작),안성훈",/,"13,500원",2023년 01월 27일
19,791170620563 ,최애의 아이 10(개정판),국내도서,아카사카아카,/,"5,400원",2023년 05월 30일
20,791188469994 ,당신은 결국 무엇이든 해내는 사람(10만 부 기념 특별 리커버 에디션),국내도서,김상현,/,"15,300원",2022년 04월 20일
